,Datum,Wochentag,Tagestemperatur,Nachttemperatur
464,2020-08-08,Saturday,27.087554692359102,19.385917432954685
465,2020-08-09,Sunday,25.518575784630883,16.771513833001574
466,2020-08-10,Monday,27.71664716749416,17.604069886291352
467,2020-08-11,Tuesday,30.320584991073797,19.477383940299756
468,2020-08-12,Wednesday,25.4150598105677,19.012432719014768
469,2020-08-13,Thursday,25.81134167805408,12.8336824861202
470,2020-08-14,Friday,25.651876386143226,17.300934551083238
471,2020-08-15,Saturday,27.812731091042203,18.994006303218306
472,2020-08-16,Sunday,29.042795248206588,16.112021003505642
473,2020-08-17,Monday,31.68988196457761,14.168556974330588
474,2020-08-18,Tuesday,25.341117159123954,25.005045034708033
475,2020-08-19,Wednesday,20.695470493979524,19.60903343704508
476,2020-08-20,Thursday,24.70132827702774,18.986669297877373
477,2020-08-21,Friday,26.466887449177808,20.526369757471883
478,2020-08-22,Saturday,29.190826268594755,17.399654855761256
479,2020-08-23,Sunday,22.07799571681885,19.578115713133993
480,2020-08-24,Monday,20.184029912781327,20.029738519276187
481,2020-08-25,Tuesday,29.636845067119577,14.022252228345918
482,2020-08-26,Wednesday,25.92884932704968,15.447218694756605
483,2020-08-27,Thursday,24.268486708930553,16.6979606316723
484,2020-08-28,Friday,20.164195298054665,19.411549101467234
485,2020-08-29,Saturday,27.03381831772352,19.310497581739714
486,2020-08-30,Sunday,25.277249813397738,14.338811957863845
487,2020-08-31,Monday,27.94726285909846,22.704077469373516
488,2020-09-01,Tuesday,20.088001381663194,17.228044673297777
489,2020-09-02,Wednesday,24.21194518043501,15.407256008518594
490,2020-09-03,Thursday,20.078870337882016,16.314694824695835
491,2020-09-04,Friday,22.734497677666972,23.1376710533443
492,2020-09-05,Saturday,29.288589349328063,19.733214873500067
493,2020-09-06,Sunday,29.753923736183268,19.571887326330934
494,2020-09-07,Monday,23.049842664352184,21.057190162444066
495,2020-09-08,Tuesday,27.226162614325037,17.446592349410462
496,2020-09-09,Wednesday,26.2718350866097,22.054903870369316
497,2020-09-10,Thursday,24.480787255782452,15.091125294384664
498,2020-09-11,Friday,24.705536914052647,19.479495794827333
499,2020-09-12,Saturday,26.21537109990368,12.391124908541812
500,2020-09-13,Sunday,23.60309523304035,15.07713121963804
501,2020-09-14,Monday,22.988925153194533,16.693304441956577
502,2020-09-15,Tuesday,20.69843610494319,15.271048207844593
503,2020-09-16,Wednesday,22.570177404452505,14.318281088029217
504,2020-09-17,Thursday,30.715851801781863,15.337194465837635
505,2020-09-18,Friday,25.665905385801402,12.809555594386392
506,2020-09-19,Saturday,29.439437389974756,14.48190885057747
507,2020-09-20,Sunday,26.688007303685385,12.1979368686675
508,2020-09-21,Monday,23.45965525184024,16.66319790054221
509,2020-09-22,Tuesday,27.886756232074397,10.416598896117298
510,2020-09-23,Wednesday,25.371745722820187,16.26521633632908
511,2020-09-24,Thursday,22.06377920008866,18.73968815655398
512,2020-09-25,Friday,21.69890515535627,17.45792587316144
513,2020-09-26,Saturday,21.352591031921044,15.910585349240892
514,2020-09-27,Sunday,24.61935444372679,10.186663407283376
515,2020-09-28,Monday,23.914883690415127,18.50979530530398
516,2020-09-29,Tuesday,26.301391136223582,18.384422621482262
517,2020-09-30,Wednesday,25.0053365760332,20.33160943560589
518,2020-10-01,Thursday,24.68172007957775,20.425774215463157
519,2020-10-02,Friday,20.44349570384339,20.59041119813029
520,2020-10-03,Saturday,25.199121830424343,17.288735996519872
521,2020-10-04,Sunday,29.201510638212834,21.76222139606424
522,2020-10-05,Monday,25.077471819597346,20.79600578701342
523,2020-10-06,Tuesday,23.47387664238926,19.65371783433808
524,2020-10-07,Wednesday,26.191788924512363,12.541492096623426
525,2020-10-08,Thursday,23.3859093838345,15.468782655036378
526,2020-10-09,Friday,26.62251695460565,19.60724026108689
527,2020-10-10,Saturday,27.587039208146145,17.507742087591872
528,2020-10-11,Sunday,22.36606828761255,17.264222781127195
529,2020-10-12,Monday,28.41787004859241,21.626526423125398
530,2020-10-13,Tuesday,25.10091242727361,20.042130334181476
531,2020-10-14,Wednesday,27.35784970743076,24.148606989165508
532,2020-10-15,Thursday,22.991770445455955,16.24502323893802
533,2020-10-16,Friday,27.768692065369216,20.76352123821116
534,2020-10-17,Saturday,22.236107171178208,17.01656953673455
535,2020-10-18,Sunday,22.037502371117444,17.017880206339832
536,2020-10-19,Monday,23.104313576653702,10.242488467048524
537,2020-10-20,Tuesday,20.939203397259067,21.3871414531542
538,2020-10-21,Wednesday,25.393606759273737,14.711316037995838
539,2020-10-22,Thursday,29.56599802121736,16.313484644682276
540,2020-10-23,Friday,24.578988396757698,19.653516414974735
541,2020-10-24,Saturday,25.77411865903578,17.623200625644778
542,2020-10-25,Sunday,24.783044640111232,24.08329119759474
543,2020-10-26,Monday,25.67764577435212,22.927179638129846
544,2020-10-27,Tuesday,24.123011414846424,16.374148826326675
545,2020-10-28,Wednesday,24.041765112181924,18.558853985578686
546,2020-10-29,Thursday,31.882627906085627,17.435471633106033
547,2020-10-30,Friday,24.088784568110267,12.595003732298416
548,2020-10-31,Saturday,32.90438628825976,15.98462742865361
549,2020-11-01,Sunday,29.218247079819722,14.630086348252728
550,2020-11-02,Monday,24.534407154613195,11.44383092977263
551,2020-11-03,Tuesday,21.848091725165986,12.929121100976786
552,2020-11-04,Wednesday,27.60897013022448,12.526291674561225
553,2020-11-05,Thursday,26.715655944516644,16.670381935910672
554,2020-11-06,Friday,23.059395032918832,13.166076032977486
555,2020-11-07,Saturday,22.547717064799507,18.970777232808768
556,2020-11-08,Sunday,30.712989683246356,15.372328715287221
557,2020-11-09,Monday,25.472736943437436,22.205918714944566
558,2020-11-10,Tuesday,23.710343596029524,12.666414587925058
559,2020-11-11,Wednesday,23.588713089832797,17.035706009843498
560,2020-11-12,Thursday,22.66354692351557,20.97364896536208
561,2020-11-13,Friday,27.267405562149417,17.043650040841353
562,2020-11-14,Saturday,25.44487775027832,17.547820292721013
563,2020-11-15,Sunday,28.73960628814547,17.370916807704877
564,2020-11-16,Monday,29.859849602870128,14.111935833417835
565,2020-11-17,Tuesday,25.118980996077575,17.13854993573047
566,2020-11-18,Wednesday,23.216341076459287,21.70506926309121
567,2020-11-19,Thursday,26.09220553153086,16.293703598035787
568,2020-11-20,Friday,22.092540970954843,17.542446679533846
569,2020-11-21,Saturday,22.16440091591613,18.19207417540955
570,2020-11-22,Sunday,29.467998834893955,17.087286292193294
571,2020-11-23,Monday,19.1255592106449,17.905196461436816
572,2020-11-24,Tuesday,22.672350407929606,14.50582007864614
573,2020-11-25,Wednesday,24.428016518508564,15.481346337709455
574,2020-11-26,Thursday,21.89040933434833,11.447391239113188
575,2020-11-27,Friday,25.410684584433856,14.720434224477422
576,2020-11-28,Saturday,25.44642693351939,14.920772565743151
577,2020-11-29,Sunday,24.820144695171212,10.28636774239964
578,2020-11-30,Monday,25.98409751129824,21.32790529145969
579,2020-12-01,Tuesday,29.011612494374518,23.117099831666778
580,2020-12-02,Wednesday,25.647565115629806,17.415260718804817
581,2020-12-03,Thursday,29.36911523906987,14.2954661896839
582,2020-12-04,Friday,27.385968402959826,18.580630763799707
583,2020-12-05,Saturday,25.777756216675993,11.864137974396252
584,2020-12-06,Sunday,28.904199507911297,15.163712061962716
585,2020-12-07,Monday,20.47979152187218,16.301863830108537
586,2020-12-08,Tuesday,23.162229997840623,14.337787759035987
587,2020-12-09,Wednesday,26.5193769566924,15.276644274414496
588,2020-12-10,Thursday,23.232796158953228,19.31995442341304
589,2020-12-11,Friday,25.72731953402868,16.853933363575685
590,2020-12-12,Saturday,25.348936005280265,12.531687196475106
591,2020-12-13,Sunday,28.900344324708833,17.25552597700303
592,2020-12-14,Monday,25.224427814609378,17.28691546601777
593,2020-12-15,Tuesday,18.360844942749978,16.49821907819806
594,2020-12-16,Wednesday,24.33256598599658,14.02208697233168
595,2020-12-17,Thursday,24.973636978157867,15.507409655233541
596,2020-12-18,Friday,25.824067262476103,21.787925734736987
597,2020-12-19,Saturday,28.723086775815496,15.539766854076918
598,2020-12-20,Sunday,28.315972647210184,15.162566039776271
599,2020-12-21,Monday,24.043517618629412,20.369691349053113
600,2020-12-22,Tuesday,23.30902901282522,14.446085039385856
601,2020-12-23,Wednesday,28.540159685095887,14.387101497200852
602,2020-12-24,Thursday,29.32328474701798,20.13012933366045
603,2020-12-25,Friday,21.46699987349111,13.181748148522829
604,2020-12-26,Saturday,23.104099027915975,17.411306861911957
605,2020-12-27,Sunday,27.097607261014943,24.76813820989371
606,2020-12-28,Monday,24.616682120710912,18.80603287871841
607,2020-12-29,Tuesday,27.817541171680208,11.57161329217806
608,2020-12-30,Wednesday,21.861715352532098,14.727389504495966
609,2020-12-31,Thursday,20.167183494737802,11.294392549486687
610,2021-01-01,Friday,28.02541799961832,14.519058779848748
611,2021-01-02,Saturday,27.270567025775847,18.446250753446993
612,2021-01-03,Sunday,27.457228360420103,17.897256337535115
613,2021-01-04,Monday,22.892745269725204,14.77805561684305
614,2021-01-05,Tuesday,25.61304603763504,16.22716662400679
615,2021-01-06,Wednesday,23.086072896856383,10.041369967754735
616,2021-01-07,Thursday,28.317306393038276,9.693859142504534
617,2021-01-08,Friday,25.18920403218368,14.067761391149604
618,2021-01-09,Saturday,23.885491402494736,21.753131705159515
619,2021-01-10,Sunday,28.78592898754439,15.029174203258634
620,2021-01-11,Monday,28.871219801379382,13.74791655520866
621,2021-01-12,Tuesday,21.55424372522486,15.329857334910795
622,2021-01-13,Wednesday,22.2163469759182,15.55512627401438
623,2021-01-14,Thursday,27.871188646395954,8.828881389815848
624,2021-01-15,Friday,26.58658301843278,17.39591505379894
625,2021-01-16,Saturday,33.77857685513572,22.89055771242562
626,2021-01-17,Sunday,24.36591190386656,15.2388549279936
627,2021-01-18,Monday,27.44648362276044,17.25570057957832
628,2021-01-19,Tuesday,21.019131405787306,8.12568612904951
629,2021-01-20,Wednesday,27.14896924880403,15.672265656573238
630,2021-01-21,Thursday,23.39734314392472,17.0688823280187
631,2021-01-22,Friday,28.71330630249733,19.6335036269422
632,2021-01-23,Saturday,28.550233453102894,17.30835195984347
633,2021-01-24,Sunday,27.402398287369188,18.8954777926826
634,2021-01-25,Monday,28.699015342733915,19.87746746110132
635,2021-01-26,Tuesday,29.96109857142278,15.603873572365652
636,2021-01-27,Wednesday,30.833141205785566,16.905624177215085
637,2021-01-28,Thursday,18.360698998560885,18.32287950778823
638,2021-01-29,Friday,24.268362120254544,9.404404480938735
639,2021-01-30,Saturday,26.83883731071562,16.2428358510031
640,2021-01-31,Sunday,26.239923489662637,18.16318143991218
641,2021-02-01,Monday,26.543702174814975,18.71961255340393
642,2021-02-02,Tuesday,24.243874883026223,15.4152147648524
643,2021-02-03,Wednesday,22.03013669513823,12.727844649303092
644,2021-02-04,Thursday,20.40714638214308,16.99636845618579
645,2021-02-05,Friday,28.418542938838634,14.787662657239512
646,2021-02-06,Saturday,22.467693934800206,14.785241199026734
647,2021-02-07,Sunday,26.62494385066857,20.511361048453157
648,2021-02-08,Monday,23.64683234661519,13.70113868350758
649,2021-02-09,Tuesday,21.84873845952407,16.73452488998647
650,2021-02-10,Wednesday,26.589197317837886,20.280104139486888
651,2021-02-11,Thursday,29.945685250666063,16.451050400351104
652,2021-02-12,Friday,22.403469904285284,15.76448365685871
653,2021-02-13,Saturday,25.55847725443827,13.246600279729714
654,2021-02-14,Sunday,25.08306945556443,12.919270645275674
655,2021-02-15,Monday,22.95882458707618,19.596582402220893
656,2021-02-16,Tuesday,25.78996762542569,12.461328188529913
657,2021-02-17,Wednesday,19.35375591131177,15.050753660322986
658,2021-02-18,Thursday,29.251742566935388,15.906650707152052
659,2021-02-19,Friday,28.155989185518475,18.015449702540945
660,2021-02-20,Saturday,28.86495597326236,13.349674722025476
661,2021-02-21,Sunday,22.571023430086704,17.58326129785463
662,2021-02-22,Monday,26.869508542538405,13.967955045587214
663,2021-02-23,Tuesday,20.9696786559766,16.107001136399834
664,2021-02-24,Wednesday,31.636062476030723,16.394842658965157
665,2021-02-25,Thursday,27.799819945957807,19.08671977574817
666,2021-02-26,Friday,23.152780693420162,19.00889533463324
667,2021-02-27,Saturday,24.353097750626958,13.947967008985486
668,2021-02-28,Sunday,22.71171884591866,12.158733470362279
669,2021-03-01,Monday,27.68780007052437,10.802736791302143
670,2021-03-02,Tuesday,27.637168638852923,13.77213773984693
671,2021-03-03,Wednesday,30.26098568479656,16.12601888421239
672,2021-03-04,Thursday,23.68241564422885,20.049531810510445
673,2021-03-05,Friday,23.89795661509148,19.098849728379882
674,2021-03-06,Saturday,26.629838565088715,21.439635566628045
675,2021-03-07,Sunday,28.72343623411503,17.89807620920142
676,2021-03-08,Monday,22.160675610134508,18.3400890886588
677,2021-03-09,Tuesday,22.86349226150948,20.126073193813447
678,2021-03-10,Wednesday,25.475359162466656,16.16565965819222
679,2021-03-11,Thursday,25.055090124531763,11.16715692048374
680,2021-03-12,Friday,28.045426274200263,14.323236347361151
681,2021-03-13,Saturday,23.091439622736438,15.119858107050925
682,2021-03-14,Sunday,28.86578980046341,19.8177797384002
683,2021-03-15,Monday,25.86334077839462,19.748940121685905
684,2021-03-16,Tuesday,19.971897958132796,8.424602167763075
685,2021-03-17,Wednesday,30.516831025045434,16.635634321215235
686,2021-03-18,Thursday,26.438509031600997,16.603672660828913
687,2021-03-19,Friday,28.789837569702343,12.234726000371555
688,2021-03-20,Saturday,23.480060124191656,16.21860007508315
689,2021-03-21,Sunday,24.68227654391207,11.350578900666264
690,2021-03-22,Monday,24.565131017884003,15.891689448911587
691,2021-03-23,Tuesday,31.208300283671882,17.065042254643593
692,2021-03-24,Wednesday,27.372174760631733,15.437104692398918
693,2021-03-25,Thursday,23.331477666806535,15.87453094010575
694,2021-03-26,Friday,24.244072301529734,17.385264436177877
695,2021-03-27,Saturday,22.387640479091225,15.642436732062862
696,2021-03-28,Sunday,26.259574677311427,15.617749762395375
697,2021-03-29,Monday,27.208748398320612,14.067566583262963
698,2021-03-30,Tuesday,23.186756928093267,13.24703885264299
699,2021-03-31,Wednesday,27.427211154734515,15.947184121108457
700,2021-04-01,Thursday,26.98457101298075,21.709253732686733
701,2021-04-02,Friday,25.469641460249974,20.732950286358864
702,2021-04-03,Saturday,25.16001669027044,20.49477892028443
703,2021-04-04,Sunday,24.65239300334664,20.6981799117335
704,2021-04-05,Monday,22.783619784816814,15.089640124822303
705,2021-04-06,Tuesday,23.20484493048513,16.773176634233522
706,2021-04-07,Wednesday,24.318508488500957,15.130673728695337
707,2021-04-08,Thursday,27.440721930845612,17.82566024825035
708,2021-04-09,Friday,29.078210529249276,15.725588855514049
709,2021-04-10,Saturday,25.115210676961247,17.07861145843981
710,2021-04-11,Sunday,23.253961189676403,19.746892706881297
711,2021-04-12,Monday,24.079374773475788,11.292578200348832
712,2021-04-13,Tuesday,28.23191395661022,17.160747428431687
713,2021-04-14,Wednesday,23.341116278238943,17.430849880661874
714,2021-04-15,Thursday,24.930192587996732,14.039551261672438
715,2021-04-16,Friday,25.46034050643163,22.695744589200537
716,2021-04-17,Saturday,25.055318082441396,17.669855628049696
717,2021-04-18,Sunday,25.320534078850947,14.280737277416186
718,2021-04-19,Monday,26.60525150165078,17.53670074071883
719,2021-04-20,Tuesday,18.53296315285312,13.265763538811983
720,2021-04-21,Wednesday,19.983437267233867,15.651938682842967
721,2021-04-22,Thursday,29.743120557116228,14.376084111873993
722,2021-04-23,Friday,21.97989224934789,12.305899242260736
723,2021-04-24,Saturday,27.9335344330725,19.298581872624933
724,2021-04-25,Sunday,26.84026696810112,20.903252305910442
725,2021-04-26,Monday,25.167641391943533,21.675879505136905
726,2021-04-27,Tuesday,20.298708530344122,14.0682319328212
727,2021-04-28,Wednesday,27.92097196485961,16.225718924750108
728,2021-04-29,Thursday,22.059960906295956,14.599891314062726
729,2021-04-30,Friday,30.340392955935307,20.419332604719404
730,2021-05-01,Saturday,20.095087184798977,21.23992068723569
731,2021-05-02,Sunday,31.61012782768731,19.194290039346082
732,2021-05-03,Monday,27.41324662321952,17.094487023071977
733,2021-05-04,Tuesday,32.27015722835356,19.649658982975534
734,2021-05-05,Wednesday,24.72183496631553,15.907459683325174
735,2021-05-06,Thursday,24.07215264068595,11.179371113733708
736,2021-05-07,Friday,24.401813659553635,12.755087013121837
737,2021-05-08,Saturday,26.166749362075922,16.142133754805
738,2021-05-09,Sunday,29.92954492277242,17.785998857821316
739,2021-05-10,Monday,26.590500183483087,19.03427364078605
740,2021-05-11,Tuesday,25.518518140281586,18.453074899952476
741,2021-05-12,Wednesday,27.799376237576297,18.772881232216594
742,2021-05-13,Thursday,21.54926879672412,16.035906827012354
743,2021-05-14,Friday,23.82335700752381,18.154137240944635
744,2021-05-15,Saturday,31.606431770338865,12.110078842154111
745,2021-05-16,Sunday,26.036531871646012,21.028037956646102
746,2021-05-17,Monday,31.371169259538807,11.990528898887874
747,2021-05-18,Tuesday,25.66914929270731,16.688815427158165
748,2021-05-19,Wednesday,22.487698671859132,15.167416966755756
749,2021-05-20,Thursday,23.832375331805224,10.47582442321376
750,2021-05-21,Friday,18.82906236650999,13.259543030578794
751,2021-05-22,Saturday,29.60313666012869,19.799336718006554
752,2021-05-23,Sunday,31.982525732711785,13.6173899063113
753,2021-05-24,Monday,29.075082175778398,17.75262006841462
754,2021-05-25,Tuesday,24.35618277382522,19.18110105982256
755,2021-05-26,Wednesday,28.63406446038355,15.784119501361085
756,2021-05-27,Thursday,27.620563321022182,20.89693418826613
757,2021-05-28,Friday,28.220883104211502,13.426527060619428
758,2021-05-29,Saturday,18.509031277704146,13.971394782459472
759,2021-05-30,Sunday,22.187620487320633,17.02344491281621
760,2021-05-31,Monday,22.316271473077446,16.3865705828953
761,2021-06-01,Tuesday,27.533224539566575,17.612814766791892
762,2021-06-02,Wednesday,22.419248189086115,18.699023843492938
763,2021-06-03,Thursday,26.238777078939886,22.322876561432867
764,2021-06-04,Friday,25.337942009333975,15.172466840494268
765,2021-06-05,Saturday,23.521875768201284,11.197124209518487
766,2021-06-06,Sunday,23.985792797477565,11.671091022774057
767,2021-06-07,Monday,23.188557607205873,14.358720721118663
768,2021-06-08,Tuesday,24.516397818355767,16.993923061331923
769,2021-06-09,Wednesday,26.63140174482306,18.01020379983007
770,2021-06-10,Thursday,30.35784325314456,16.394179065103163
771,2021-06-11,Friday,26.229226165961336,14.546531899930585
772,2021-06-12,Saturday,27.149781105673583,18.95465549677023
773,2021-06-13,Sunday,26.321457485267644,11.19584911740393
774,2021-06-14,Monday,23.220111365038942,15.433381104617816
775,2021-06-15,Tuesday,21.970098387101324,16.01082850833827
776,2021-06-16,Wednesday,28.083919832846366,20.19258840342112
777,2021-06-17,Thursday,24.431404817422422,14.719520799977257
778,2021-06-18,Friday,21.850254273402886,20.151001420680778
779,2021-06-19,Saturday,26.820245853493443,15.584907019183838
780,2021-06-20,Sunday,28.730454000024913,13.676916768958119
781,2021-06-21,Monday,25.190554141138733,14.511215297021723
782,2021-06-22,Tuesday,24.62474565419671,18.56051535400758
783,2021-06-23,Wednesday,26.801404620207663,20.28116854043104
784,2021-06-24,Thursday,27.290888052454658,14.197286430934415
785,2021-06-25,Friday,27.832669892894366,21.89206395349278
786,2021-06-26,Saturday,28.522365989667875,21.62395845247466
787,2021-06-27,Sunday,26.12496689765155,13.863020046467085
788,2021-06-28,Monday,22.27275495963952,14.163186275425709
789,2021-06-29,Tuesday,28.10171169625824,19.57904665949808
790,2021-06-30,Wednesday,23.43408398331349,8.45537412349805
791,2021-07-01,Thursday,22.5110513710464,12.437825393495729
792,2021-07-02,Friday,21.200059888591397,15.708498106345024
793,2021-07-03,Saturday,30.38786590698241,16.09277815889818
794,2021-07-04,Sunday,29.48915680141289,11.578726241188452
795,2021-07-05,Monday,29.96048054519858,17.533234467585814
796,2021-07-06,Tuesday,29.664531710612202,14.572390298305216
797,2021-07-07,Wednesday,25.79915767140496,13.923965581369664
798,2021-07-08,Thursday,24.93832635438573,15.079653713807081
799,2021-07-09,Friday,26.38999827980161,11.157350086548162
800,2021-07-10,Saturday,23.421850468687325,17.070859277217913
801,2021-07-11,Sunday,22.851485826197155,20.364034300323965
802,2021-07-12,Monday,23.493331811358317,14.4671922113614
803,2021-07-13,Tuesday,25.41175125832163,14.939365302570128
804,2021-07-14,Wednesday,21.20399828288914,15.787290756937727
805,2021-07-15,Thursday,21.914523620669076,16.439696650890447
806,2021-07-16,Friday,22.85823437487543,17.059407546311668
807,2021-07-17,Saturday,27.432397076138166,17.863563119108253
808,2021-07-18,Sunday,25.94515218693837,18.254136695489414
809,2021-07-19,Monday,35.17109763306724,18.81176284355216
810,2021-07-20,Tuesday,21.258302989565827,17.46181953374212
811,2021-07-21,Wednesday,23.90145265848726,17.2503762674874
812,2021-07-22,Thursday,23.633433034530952,13.3921837689253
813,2021-07-23,Friday,23.67779882199647,14.429376191818674
814,2021-07-24,Saturday,28.483440377884442,18.183103615135686
815,2021-07-25,Sunday,23.921288642958398,11.54448924960473
816,2021-07-26,Monday,21.265235875665336,11.937268477373422
817,2021-07-27,Tuesday,24.396148413206113,12.410785530914874
818,2021-07-28,Wednesday,27.390547176306207,19.746348233836112
819,2021-07-29,Thursday,25.478593428701394,16.002411786025696
820,2021-07-30,Friday,27.051248411881502,18.913758614848692
821,2021-07-31,Saturday,24.367409856636687,12.027437330870995
822,2021-08-01,Sunday,23.566902609257525,17.55547774988139
823,2021-08-02,Monday,26.85906053261517,19.237498113667296
824,2021-08-03,Tuesday,24.74712780684404,16.69787943938716
825,2021-08-04,Wednesday,29.173590560638914,16.804021147841944
826,2021-08-05,Thursday,25.766306708896963,16.172578105497447
827,2021-08-06,Friday,24.207183467698126,16.000353060006823
828,2021-08-07,Saturday,27.751800446229893,19.371686105614412
829,2021-08-08,Sunday,23.729273407197745,14.052754153136696
830,2021-08-09,Monday,24.83234793267936,18.87151423149386
831,2021-08-10,Tuesday,25.677830562545495,9.222248436374286
832,2021-08-11,Wednesday,23.784840025877493,21.216237532566275
833,2021-08-12,Thursday,23.802025094909002,19.886691181064354
834,2021-08-13,Friday,28.147220483372635,14.762311513007928
835,2021-08-14,Saturday,28.144099353216834,15.986999059074456
836,2021-08-15,Sunday,28.72802820844122,17.413924747000838
837,2021-08-16,Monday,22.306861932562224,20.613394101946255
838,2021-08-17,Tuesday,22.461977763563787,15.438358379829396
839,2021-08-18,Wednesday,29.27163881396009,16.85262103276847
840,2021-08-19,Thursday,21.933476834917755,14.73676196152022
841,2021-08-20,Friday,23.341292576294975,19.773282561438187
842,2021-08-21,Saturday,23.14707505838461,15.17370024706257
843,2021-08-22,Sunday,25.63036572779045,9.031056461386845
844,2021-08-23,Monday,24.757934998947697,13.602635539503716
845,2021-08-24,Tuesday,27.413452086707515,13.416416141332887
846,2021-08-25,Wednesday,19.720637512781444,12.318595440890533
847,2021-08-26,Thursday,29.20053504485041,13.505094564101737
848,2021-08-27,Friday,19.131862289631776,14.495649483693343
849,2021-08-28,Saturday,26.09327543816636,16.914903723241416
850,2021-08-29,Sunday,28.76824841258735,14.77672462142305
851,2021-08-30,Monday,23.909697339138233,15.170066728432547
852,2021-08-31,Tuesday,23.63412355433019,12.871123215593084
853,2021-09-01,Wednesday,26.239480848905156,14.127235736557566
854,2021-09-02,Thursday,19.127653236911133,15.636523836569818
855,2021-09-03,Friday,26.089686475392483,17.284138464925423
856,2021-09-04,Saturday,19.84576363068014,19.839490808285817
857,2021-09-05,Sunday,24.717801257678513,19.72195154247036
858,2021-09-06,Monday,28.283486319609075,23.05489294684939
859,2021-09-07,Tuesday,27.928080255088368,16.423410915458078
860,2021-09-08,Wednesday,22.2979209042453,14.851412839630378
861,2021-09-09,Thursday,27.126413921846233,13.721517229525453
862,2021-09-10,Friday,30.697007915595833,15.86892427717476
863,2021-09-11,Saturday,22.57524789205798,14.002025047122947
864,2021-09-12,Sunday,28.44810742420087,19.160369523962462
865,2021-09-13,Monday,28.227591735191208,16.7452351180643
866,2021-09-14,Tuesday,25.40563430294451,15.194879841665198
867,2021-09-15,Wednesday,20.615231536069746,13.838245831276753
868,2021-09-16,Thursday,27.84169278411595,18.730348736391967
869,2021-09-17,Friday,25.975849805164323,15.732675151502349
870,2021-09-18,Saturday,23.75753774118771,12.796703840715256
871,2021-09-19,Sunday,27.736809762900617,17.047274744101014
872,2021-09-20,Monday,28.1701852981933,16.571959793216735
873,2021-09-21,Tuesday,26.88950329761726,20.375608540561938
874,2021-09-22,Wednesday,22.71735937616867,17.54748146154654
875,2021-09-23,Thursday,31.085662704097047,14.29356768037631
876,2021-09-24,Friday,19.574805772310334,15.17971364425017
877,2021-09-25,Saturday,28.849304028613965,17.38232184217089
878,2021-09-26,Sunday,31.508518120262583,15.877692769695821
879,2021-09-27,Monday,25.241038589773563,14.79089868880932
880,2021-09-28,Tuesday,27.0559781050431,17.26706464297135
881,2021-09-29,Wednesday,25.384354202719262,15.10564449013194
882,2021-09-30,Thursday,25.665183768684916,19.236924338246137
883,2021-10-01,Friday,24.097007006171552,18.72875830246755
884,2021-10-02,Saturday,28.3078118537559,13.468177387345076
885,2021-10-03,Sunday,28.874996586142245,17.811628680207573
886,2021-10-04,Monday,25.172653388025672,17.867037091023565
887,2021-10-05,Tuesday,24.494666737218868,16.65630619376061
888,2021-10-06,Wednesday,25.235443795706804,17.424980451706926
889,2021-10-07,Thursday,26.807046683958777,22.10987942288925
890,2021-10-08,Friday,33.19203707667133,19.57262858549092
891,2021-10-09,Saturday,24.281095101568255,21.217212973643168
892,2021-10-10,Sunday,25.6842576016202,19.509587820022627
893,2021-10-11,Monday,25.27570619305411,15.796809111196671
894,2021-10-12,Tuesday,26.64882598064218,13.98245703575052
895,2021-10-13,Wednesday,25.250856930070526,13.55038001015342
896,2021-10-14,Thursday,25.146599201011217,20.333626664694595
897,2021-10-15,Friday,25.36971362184554,18.194775638979024
898,2021-10-16,Saturday,23.07439452826009,20.764783218742828
899,2021-10-17,Sunday,25.979721570618008,15.574538855640618
900,2021-10-18,Monday,23.027701831804844,14.650476847921276
901,2021-10-19,Tuesday,22.791041648605123,14.171267994892311
902,2021-10-20,Wednesday,22.3172740887114,21.73010419414679
903,2021-10-21,Thursday,27.595554348654925,14.809644612925725
904,2021-10-22,Friday,31.876470700977897,20.75267414566212
905,2021-10-23,Saturday,25.754852607201904,18.447798269912752
906,2021-10-24,Sunday,27.939027644763286,18.003617054270453
907,2021-10-25,Monday,23.052496442863056,14.704711157608665
908,2021-10-26,Tuesday,26.854595225339985,14.059633817952154
909,2021-10-27,Wednesday,26.624111695386407,14.725484465238317
910,2021-10-28,Thursday,26.358325831683516,17.25953296232219
911,2021-10-29,Friday,18.359292207313292,21.58683954151438
912,2021-10-30,Saturday,26.539953749756783,15.968578571617979
913,2021-10-31,Sunday,27.712930894001456,21.321888441296693
914,2021-11-01,Monday,29.760880188684027,14.903078704862924
915,2021-11-02,Tuesday,18.845838704926678,14.632826422821275
916,2021-11-03,Wednesday,24.847262897932072,14.331443123575472
917,2021-11-04,Thursday,23.41060837064943,20.580428512928393
918,2021-11-05,Friday,27.390187008801266,20.971456159998805
919,2021-11-06,Saturday,22.5268155058122,19.010177746367656
920,2021-11-07,Sunday,25.543210609580377,18.419334872956068
921,2021-11-08,Monday,26.07488356129608,17.027764336421573
922,2021-11-09,Tuesday,30.2070231040501,20.359010240826397
923,2021-11-10,Wednesday,26.72524927982989,16.60141258492997
924,2021-11-11,Thursday,24.546562270237047,15.425838762278786
925,2021-11-12,Friday,27.83728787602201,18.225152640142756
926,2021-11-13,Saturday,17.602316847116647,13.597759876678786
927,2021-11-14,Sunday,25.370530893752555,16.60658060457655
928,2021-11-15,Monday,27.403472730313858,17.307989881131164
